Epoch 1/30:
-------------------------------
  Batch     0/  600 - avrg_Loss: 1.349144  processed_samples: 0.166667%
  Batch    30/  600 - avrg_Loss: 0.851549  processed_samples: 5.166667%
  Batch    31/  600 - avrg_Loss: 0.846508  processed_samples: 5.333333%
  Batch    32/  600 - avrg_Loss: 0.841791  processed_samples: 5.500000%
  Batch    33/  600 - avrg_Loss: 0.837717  processed_samples: 5.666667%
  Batch    34/  600 - avrg_Loss: 0.832395  processed_samples: 5.833333%
  Batch    35/  600 - avrg_Loss: 0.828373  processed_samples: 6.000000%
  Batch    36/  600 - avrg_Loss: 0.824459  processed_samples: 6.166667%
  Batch    37/  600 - avrg_Loss: 0.820628  processed_samples: 6.333333%
  Batch    38/  600 - avrg_Loss: 0.817197  processed_samples: 6.500000%
  Batch    39/  600 - avrg_Loss: 0.814262  processed_samples: 6.666667%
  Batch    40/  600 - avrg_Loss: 0.811656  processed_samples: 6.833333%
  Batch    41/  600 - avrg_Loss: 0.808928  processed_samples: 7.000000%
  Batch    42/  600 - avrg_Loss: 0.805936  processed_samples: 7.166667%
  Batch    43/  600 - avrg_Loss: 0.802923  processed_samples: 7.333333%
  Batch    44/  600 - avrg_Loss: 0.799918  processed_samples: 7.500000%
  Batch    45/  600 - avrg_Loss: 0.797078  processed_samples: 7.666667%
  Batch    46/  600 - avrg_Loss: 0.794465  processed_samples: 7.833333%
  Batch    47/  600 - avrg_Loss: 0.792355  processed_samples: 8.000000%
  Batch    48/  600 - avrg_Loss: 0.789984  processed_samples: 8.166667%
  Batch    49/  600 - avrg_Loss: 0.788603  processed_samples: 8.333333%
  Batch    50/  600 - avrg_Loss: 0.786610  processed_samples: 8.500000%
  Batch    51/  600 - avrg_Loss: 0.784719  processed_samples: 8.666667%
  Batch    52/  600 - avrg_Loss: 0.782783  processed_samples: 8.833333%
  Batch    53/  600 - avrg_Loss: 0.780713  processed_samples: 9.000000%
  Batch    54/  600 - avrg_Loss: 0.778627  processed_samples: 9.166667%
  Batch    55/  600 - avrg_Loss: 0.777056  processed_samples: 9.333333%
  Batch    56/  600 - avrg_Loss: 0.775482  processed_samples: 9.500000%
  Batch    57/  600 - avrg_Loss: 0.774023  processed_samples: 9.666667%
  Batch    58/  600 - avrg_Loss: 0.771848  processed_samples: 9.833333%
  Batch    59/  600 - avrg_Loss: 0.770371  processed_samples: 10.000000%
  Batch    60/  600 - avrg_Loss: 0.769187  processed_samples: 10.166667%
  Batch    61/  600 - avrg_Loss: 0.767865  processed_samples: 10.333333%
  Batch    62/  600 - avrg_Loss: 0.766705  processed_samples: 10.500000%
  Batch    63/  600 - avrg_Loss: 0.765565  processed_samples: 10.666667%
  Batch    64/  600 - avrg_Loss: 0.764290  processed_samples: 10.833333%
  Batch    65/  600 - avrg_Loss: 0.763085  processed_samples: 11.000000%
  Batch    66/  600 - avrg_Loss: 0.761922  processed_samples: 11.166667%
  Batch    67/  600 - avrg_Loss: 0.760484  processed_samples: 11.333333%
  Batch    68/  600 - avrg_Loss: 0.759316  processed_samples: 11.500000%
  Batch    69/  600 - avrg_Loss: 0.758050  processed_samples: 11.666667%
  Batch    70/  600 - avrg_Loss: 0.756851  processed_samples: 11.833333%
  Batch    71/  600 - avrg_Loss: 0.755752  processed_samples: 12.000000%
  Batch    72/  600 - avrg_Loss: 0.754842  processed_samples: 12.166667%
  Batch    73/  600 - avrg_Loss: 0.753742  processed_samples: 12.333333%
  Batch    74/  600 - avrg_Loss: 0.752966  processed_samples: 12.500000%
  Batch    75/  600 - avrg_Loss: 0.751952  processed_samples: 12.666667%
  Batch    76/  600 - avrg_Loss: 0.750995  processed_samples: 12.833333%
  Batch    77/  600 - avrg_Loss: 0.749971  processed_samples: 13.000000%
  Batch    78/  600 - avrg_Loss: 0.749231  processed_samples: 13.166667%
  Batch    79/  600 - avrg_Loss: 0.748455  processed_samples: 13.333333%
  Batch    80/  600 - avrg_Loss: 0.747951  processed_samples: 13.500000%
  Batch    81/  600 - avrg_Loss: 0.747066  processed_samples: 13.666667%
  Batch    82/  600 - avrg_Loss: 0.746431  processed_samples: 13.833333%
  Batch    83/  600 - avrg_Loss: 0.745370  processed_samples: 14.000000%
  Batch    84/  600 - avrg_Loss: 0.744661  processed_samples: 14.166667%
  Batch    85/  600 - avrg_Loss: 0.744090  processed_samples: 14.333333%
  Batch    86/  600 - avrg_Loss: 0.743195  processed_samples: 14.500000%
  Batch    87/  600 - avrg_Loss: 0.742552  processed_samples: 14.666667%
  Batch    88/  600 - avrg_Loss: 0.741975  processed_samples: 14.833333%
  Batch    89/  600 - avrg_Loss: 0.741301  processed_samples: 15.000000%
  Batch    90/  600 - avrg_Loss: 0.740487  processed_samples: 15.166667%
  Batch    91/  600 - avrg_Loss: 0.739942  processed_samples: 15.333333%
  Batch    92/  600 - avrg_Loss: 0.739067  processed_samples: 15.500000%
  Batch    93/  600 - avrg_Loss: 0.738772  processed_samples: 15.666667%
  Batch    94/  600 - avrg_Loss: 0.737898  processed_samples: 15.833333%
  Batch    95/  600 - avrg_Loss: 0.737513  processed_samples: 16.000000%
  Batch    96/  600 - avrg_Loss: 0.736667  processed_samples: 16.166667%
  Batch    97/  600 - avrg_Loss: 0.736169  processed_samples: 16.333333%
  Batch    98/  600 - avrg_Loss: 0.735486  processed_samples: 16.500000%
  Batch    99/  600 - avrg_Loss: 0.735010  processed_samples: 16.666667%
  Batch   100/  600 - avrg_Loss: 0.734639  processed_samples: 16.833333%
  Batch   101/  600 - avrg_Loss: 0.734154  processed_samples: 17.000000%
  Batch   102/  600 - avrg_Loss: 0.733533  processed_samples: 17.166667%
  Batch   103/  600 - avrg_Loss: 0.732976  processed_samples: 17.333333%
  Batch   104/  600 - avrg_Loss: 0.732276  processed_samples: 17.500000%
  Batch   105/  600 - avrg_Loss: 0.731715  processed_samples: 17.666667%
  Batch   106/  600 - avrg_Loss: 0.731067  processed_samples: 17.833333%
  Batch   107/  600 - avrg_Loss: 0.730228  processed_samples: 18.000000%
  Batch   108/  600 - avrg_Loss: 0.729668  processed_samples: 18.166667%
  Batch   109/  600 - avrg_Loss: 0.729221  processed_samples: 18.333333%
  Batch   110/  600 - avrg_Loss: 0.728820  processed_samples: 18.500000%
  Batch   111/  600 - avrg_Loss: 0.728469  processed_samples: 18.666667%
  Batch   112/  600 - avrg_Loss: 0.727935  processed_samples: 18.833333%
  Batch   113/  600 - avrg_Loss: 0.727353  processed_samples: 19.000000%
  Batch   114/  600 - avrg_Loss: 0.726732  processed_samples: 19.166667%
  Batch   115/  600 - avrg_Loss: 0.726121  processed_samples: 19.333333%
  Batch   116/  600 - avrg_Loss: 0.725676  processed_samples: 19.500000%
  Batch   117/  600 - avrg_Loss: 0.725274  processed_samples: 19.666667%
  Batch   118/  600 - avrg_Loss: 0.724702  processed_samples: 19.833333%
  Batch   119/  600 - avrg_Loss: 0.724336  processed_samples: 20.000000%
  Batch   120/  600 - avrg_Loss: 0.723767  processed_samples: 20.166667%
  Batch   121/  600 - avrg_Loss: 0.723320  processed_samples: 20.333333%
  Batch   122/  600 - avrg_Loss: 0.722874  processed_samples: 20.500000%
  Batch   123/  600 - avrg_Loss: 0.722549  processed_samples: 20.666667%
  Batch   124/  600 - avrg_Loss: 0.722143  processed_samples: 20.833333%
  Batch   125/  600 - avrg_Loss: 0.721818  processed_samples: 21.000000%
  Batch   126/  600 - avrg_Loss: 0.721563  processed_samples: 21.166667%
  Batch   127/  600 - avrg_Loss: 0.721427  processed_samples: 21.333333%
  Batch   128/  600 - avrg_Loss: 0.721050  processed_samples: 21.500000%
  Batch   129/  600 - avrg_Loss: 0.720513  processed_samples: 21.666667%
  Batch   130/  600 - avrg_Loss: 0.720141  processed_samples: 21.833333%
  Batch   131/  600 - avrg_Loss: 0.719913  processed_samples: 22.000000%
  Batch   132/  600 - avrg_Loss: 0.719722  processed_samples: 22.166667%
  Batch   133/  600 - avrg_Loss: 0.719348  processed_samples: 22.333333%
  Batch   134/  600 - avrg_Loss: 0.718882  processed_samples: 22.500000%
  Batch   135/  600 - avrg_Loss: 0.718515  processed_samples: 22.666667%
  Batch   136/  600 - avrg_Loss: 0.718085  processed_samples: 22.833333%
  Batch   137/  600 - avrg_Loss: 0.717741  processed_samples: 23.000000%
  Batch   138/  600 - avrg_Loss: 0.717457  processed_samples: 23.166667%
  Batch   139/  600 - avrg_Loss: 0.717198  processed_samples: 23.333333%
  Batch   140/  600 - avrg_Loss: 0.716875  processed_samples: 23.500000%
  Batch   141/  600 - avrg_Loss: 0.716607  processed_samples: 23.666667%
  Batch   142/  600 - avrg_Loss: 0.716245  processed_samples: 23.833333%
  Batch   143/  600 - avrg_Loss: 0.716021  processed_samples: 24.000000%
  Batch   144/  600 - avrg_Loss: 0.715774  processed_samples: 24.166667%
  Batch   145/  600 - avrg_Loss: 0.715517  processed_samples: 24.333333%
  Batch   146/  600 - avrg_Loss: 0.715229  processed_samples: 24.500000%
  Batch   147/  600 - avrg_Loss: 0.714962  processed_samples: 24.666667%
  Batch   148/  600 - avrg_Loss: 0.714717  processed_samples: 24.833333%
  Batch   149/  600 - avrg_Loss: 0.714449  processed_samples: 25.000000%
  Batch   150/  600 - avrg_Loss: 0.714294  processed_samples: 25.166667%
  Batch   151/  600 - avrg_Loss: 0.714109  processed_samples: 25.333333%
  Batch   152/  600 - avrg_Loss: 0.713960  processed_samples: 25.500000%
  Batch   153/  600 - avrg_Loss: 0.713601  processed_samples: 25.666667%
  Batch   154/  600 - avrg_Loss: 0.713335  processed_samples: 25.833333%
  Batch   155/  600 - avrg_Loss: 0.713126  processed_samples: 26.000000%
  Batch   156/  600 - avrg_Loss: 0.712872  processed_samples: 26.166667%
  Batch   157/  600 - avrg_Loss: 0.712672  processed_samples: 26.333333%
  Batch   158/  600 - avrg_Loss: 0.712389  processed_samples: 26.500000%
  Batch   159/  600 - avrg_Loss: 0.712144  processed_samples: 26.666667%
  Batch   160/  600 - avrg_Loss: 0.711962  processed_samples: 26.833333%
  Batch   161/  600 - avrg_Loss: 0.711712  processed_samples: 27.000000%
  Batch   162/  600 - avrg_Loss: 0.711402  processed_samples: 27.166667%
  Batch   163/  600 - avrg_Loss: 0.711153  processed_samples: 27.333333%
  Batch   164/  600 - avrg_Loss: 0.711000  processed_samples: 27.500000%
  Batch   165/  600 - avrg_Loss: 0.710721  processed_samples: 27.666667%
  Batch   166/  600 - avrg_Loss: 0.710558  processed_samples: 27.833333%
  Batch   167/  600 - avrg_Loss: 0.710285  processed_samples: 28.000000%
  Batch   168/  600 - avrg_Loss: 0.710091  processed_samples: 28.166667%
  Batch   169/  600 - avrg_Loss: 0.709909  processed_samples: 28.333333%
  Batch   170/  600 - avrg_Loss: 0.709623  processed_samples: 28.500000%
  Batch   171/  600 - avrg_Loss: 0.709322  processed_samples: 28.666667%
  Batch   172/  600 - avrg_Loss: 0.709165  processed_samples: 28.833333%
  Batch   173/  600 - avrg_Loss: 0.708986  processed_samples: 29.000000%
  Batch   174/  600 - avrg_Loss: 0.708682  processed_samples: 29.166667%
  Batch   175/  600 - avrg_Loss: 0.708568  processed_samples: 29.333333%
  Batch   176/  600 - avrg_Loss: 0.708415  processed_samples: 29.500000%
  Batch   177/  600 - avrg_Loss: 0.708149  processed_samples: 29.666667%
  Batch   178/  600 - avrg_Loss: 0.707804  processed_samples: 29.833333%
  Batch   179/  600 - avrg_Loss: 0.707492  processed_samples: 30.000000%
  Batch   180/  600 - avrg_Loss: 0.707243  processed_samples: 30.166667%
  Batch   181/  600 - avrg_Loss: 0.707029  processed_samples: 30.333333%
  Batch   182/  600 - avrg_Loss: 0.706797  processed_samples: 30.500000%
  Batch   183/  600 - avrg_Loss: 0.706469  processed_samples: 30.666667%
  Batch   184/  600 - avrg_Loss: 0.706364  processed_samples: 30.833333%
  Batch   185/  600 - avrg_Loss: 0.706318  processed_samples: 31.000000%
  Batch   186/  600 - avrg_Loss: 0.706150  processed_samples: 31.166667%
  Batch   187/  600 - avrg_Loss: 0.705896  processed_samples: 31.333333%
  Batch   188/  600 - avrg_Loss: 0.705754  processed_samples: 31.500000%
  Batch   189/  600 - avrg_Loss: 0.705679  processed_samples: 31.666667%
  Batch   190/  600 - avrg_Loss: 0.705521  processed_samples: 31.833333%
  Batch   191/  600 - avrg_Loss: 0.705386  processed_samples: 32.000000%
  Batch   192/  600 - avrg_Loss: 0.705262  processed_samples: 32.166667%
  Batch   193/  600 - avrg_Loss: 0.705151  processed_samples: 32.333333%
  Batch   194/  600 - avrg_Loss: 0.704917  processed_samples: 32.500000%
  Batch   195/  600 - avrg_Loss: 0.704842  processed_samples: 32.666667%
  Batch   196/  600 - avrg_Loss: 0.704762  processed_samples: 32.833333%
  Batch   197/  600 - avrg_Loss: 0.704729  processed_samples: 33.000000%
  Batch   198/  600 - avrg_Loss: 0.704510  processed_samples: 33.166667%
  Batch   199/  600 - avrg_Loss: 0.704258  processed_samples: 33.333333%
  Batch   200/  600 - avrg_Loss: 0.704104  processed_samples: 33.500000%
  Batch   201/  600 - avrg_Loss: 0.703978  processed_samples: 33.666667%
  Batch   202/  600 - avrg_Loss: 0.703848  processed_samples: 33.833333%
  Batch   203/  600 - avrg_Loss: 0.703667  processed_samples: 34.000000%
  Batch   204/  600 - avrg_Loss: 0.703527  processed_samples: 34.166667%
  Batch   205/  600 - avrg_Loss: 0.703348  processed_samples: 34.333333%
  Batch   206/  600 - avrg_Loss: 0.703256  processed_samples: 34.500000%
  Batch   207/  600 - avrg_Loss: 0.703055  processed_samples: 34.666667%
  Batch   208/  600 - avrg_Loss: 0.702965  processed_samples: 34.833333%
  Batch   209/  600 - avrg_Loss: 0.702885  processed_samples: 35.000000%
  Batch   210/  600 - avrg_Loss: 0.702621  processed_samples: 35.166667%
  Batch   211/  600 - avrg_Loss: 0.702464  processed_samples: 35.333333%
  Batch   212/  600 - avrg_Loss: 0.702355  processed_samples: 35.500000%
  Batch   213/  600 - avrg_Loss: 0.702171  processed_samples: 35.666667%
  Batch   214/  600 - avrg_Loss: 0.702091  processed_samples: 35.833333%
  Batch   215/  600 - avrg_Loss: 0.701957  processed_samples: 36.000000%
  Batch   216/  600 - avrg_Loss: 0.701875  processed_samples: 36.166667%
  Batch   217/  600 - avrg_Loss: 0.701689  processed_samples: 36.333333%
  Batch   218/  600 - avrg_Loss: 0.701468  processed_samples: 36.500000%
  Batch   219/  600 - avrg_Loss: 0.701311  processed_samples: 36.666667%
  Batch   220/  600 - avrg_Loss: 0.701230  processed_samples: 36.833333%
  Batch   221/  600 - avrg_Loss: 0.701135  processed_samples: 37.000000%
  Batch   222/  600 - avrg_Loss: 0.701091  processed_samples: 37.166667%
  Batch   223/  600 - avrg_Loss: 0.700928  processed_samples: 37.333333%
  Batch   224/  600 - avrg_Loss: 0.700764  processed_samples: 37.500000%
  Batch   225/  600 - avrg_Loss: 0.700712  processed_samples: 37.666667%
  Batch   226/  600 - avrg_Loss: 0.700597  processed_samples: 37.833333%
  Batch   227/  600 - avrg_Loss: 0.700491  processed_samples: 38.000000%
  Batch   228/  600 - avrg_Loss: 0.700445  processed_samples: 38.166667%
  Batch   229/  600 - avrg_Loss: 0.700292  processed_samples: 38.333333%
  Batch   230/  600 - avrg_Loss: 0.700057  processed_samples: 38.500000%
  Batch   231/  600 - avrg_Loss: 0.699936  processed_samples: 38.666667%
  Batch   232/  600 - avrg_Loss: 0.699855  processed_samples: 38.833333%
  Batch   233/  600 - avrg_Loss: 0.699602  processed_samples: 39.000000%
  Batch   234/  600 - avrg_Loss: 0.699407  processed_samples: 39.166667%
  Batch   235/  600 - avrg_Loss: 0.699274  processed_samples: 39.333333%
  Batch   236/  600 - avrg_Loss: 0.699120  processed_samples: 39.500000%
  Batch   237/  600 - avrg_Loss: 0.699065  processed_samples: 39.666667%
  Batch   238/  600 - avrg_Loss: 0.698875  processed_samples: 39.833333%
  Batch   239/  600 - avrg_Loss: 0.698849  processed_samples: 40.000000%
  Batch   240/  600 - avrg_Loss: 0.698786  processed_samples: 40.166667%
  Batch   241/  600 - avrg_Loss: 0.698561  processed_samples: 40.333333%
  Batch   242/  600 - avrg_Loss: 0.698453  processed_samples: 40.500000%
  Batch   243/  600 - avrg_Loss: 0.698221  processed_samples: 40.666667%
  Batch   244/  600 - avrg_Loss: 0.698052  processed_samples: 40.833333%
  Batch   245/  600 - avrg_Loss: 0.697977  processed_samples: 41.000000%
  Batch   246/  600 - avrg_Loss: 0.697888  processed_samples: 41.166667%
  Batch   247/  600 - avrg_Loss: 0.697739  processed_samples: 41.333333%
  Batch   248/  600 - avrg_Loss: 0.697581  processed_samples: 41.500000%
  Batch   249/  600 - avrg_Loss: 0.697384  processed_samples: 41.666667%
  Batch   250/  600 - avrg_Loss: 0.697312  processed_samples: 41.833333%
  Batch   251/  600 - avrg_Loss: 0.697169  processed_samples: 42.000000%
  Batch   252/  600 - avrg_Loss: 0.697054  processed_samples: 42.166667%
  Batch   253/  600 - avrg_Loss: 0.696987  processed_samples: 42.333333%
  Batch   254/  600 - avrg_Loss: 0.696851  processed_samples: 42.500000%
  Batch   255/  600 - avrg_Loss: 0.696735  processed_samples: 42.666667%
  Batch   256/  600 - avrg_Loss: 0.696682  processed_samples: 42.833333%
  Batch   257/  600 - avrg_Loss: 0.696576  processed_samples: 43.000000%
  Batch   258/  600 - avrg_Loss: 0.696431  processed_samples: 43.166667%
  Batch   259/  600 - avrg_Loss: 0.696327  processed_samples: 43.333333%
  Batch   260/  600 - avrg_Loss: 0.696195  processed_samples: 43.500000%
  Batch   261/  600 - avrg_Loss: 0.696031  processed_samples: 43.666667%
  Batch   262/  600 - avrg_Loss: 0.695918  processed_samples: 43.833333%
  Batch   263/  600 - avrg_Loss: 0.695790  processed_samples: 44.000000%
  Batch   264/  600 - avrg_Loss: 0.695651  processed_samples: 44.166667%
  Batch   265/  600 - avrg_Loss: 0.695406  processed_samples: 44.333333%
  Batch   266/  600 - avrg_Loss: 0.695391  processed_samples: 44.500000%
  Batch   267/  600 - avrg_Loss: 0.695314  processed_samples: 44.666667%
  Batch   268/  600 - avrg_Loss: 0.695223  processed_samples: 44.833333%
  Batch   269/  600 - avrg_Loss: 0.695107  processed_samples: 45.000000%
  Batch   270/  600 - avrg_Loss: 0.694929  processed_samples: 45.166667%
  Batch   271/  600 - avrg_Loss: 0.694816  processed_samples: 45.333333%
  Batch   272/  600 - avrg_Loss: 0.694701  processed_samples: 45.500000%
  Batch   273/  600 - avrg_Loss: 0.694592  processed_samples: 45.666667%
  Batch   274/  600 - avrg_Loss: 0.694540  processed_samples: 45.833333%
  Batch   275/  600 - avrg_Loss: 0.694382  processed_samples: 46.000000%
  Batch   276/  600 - avrg_Loss: 0.694280  processed_samples: 46.166667%
  Batch   277/  600 - avrg_Loss: 0.694213  processed_samples: 46.333333%
  Batch   278/  600 - avrg_Loss: 0.694096  processed_samples: 46.500000%
  Batch   279/  600 - avrg_Loss: 0.694121  processed_samples: 46.666667%
  Batch   280/  600 - avrg_Loss: 0.694018  processed_samples: 46.833333%
  Batch   281/  600 - avrg_Loss: 0.693921  processed_samples: 47.000000%
  Batch   282/  600 - avrg_Loss: 0.693830  processed_samples: 47.166667%
  Batch   283/  600 - avrg_Loss: 0.693736  processed_samples: 47.333333%
  Batch   284/  600 - avrg_Loss: 0.693644  processed_samples: 47.500000%
  Batch   285/  600 - avrg_Loss: 0.693572  processed_samples: 47.666667%
  Batch   286/  600 - avrg_Loss: 0.693472  processed_samples: 47.833333%
  Batch   287/  600 - avrg_Loss: 0.693355  processed_samples: 48.000000%
  Batch   288/  600 - avrg_Loss: 0.693299  processed_samples: 48.166667%
  Batch   289/  600 - avrg_Loss: 0.693121  processed_samples: 48.333333%
  Batch   290/  600 - avrg_Loss: 0.692979  processed_samples: 48.500000%
  Batch   291/  600 - avrg_Loss: 0.692859  processed_samples: 48.666667%
  Batch   292/  600 - avrg_Loss: 0.692798  processed_samples: 48.833333%
  Batch   293/  600 - avrg_Loss: 0.692677  processed_samples: 49.000000%
  Batch   294/  600 - avrg_Loss: 0.692548  processed_samples: 49.166667%
  Batch   295/  600 - avrg_Loss: 0.692428  processed_samples: 49.333333%
  Batch   296/  600 - avrg_Loss: 0.692372  processed_samples: 49.500000%
  Batch   297/  600 - avrg_Loss: 0.692284  processed_samples: 49.666667%
  Batch   298/  600 - avrg_Loss: 0.692129  processed_samples: 49.833333%
  Batch   299/  600 - avrg_Loss: 0.692026  processed_samples: 50.000000%
  Batch   300/  600 - avrg_Loss: 0.691912  processed_samples: 50.166667%
  Batch   301/  600 - avrg_Loss: 0.691897  processed_samples: 50.333333%
  Batch   302/  600 - avrg_Loss: 0.691772  processed_samples: 50.500000%
  Batch   303/  600 - avrg_Loss: 0.691633  processed_samples: 50.666667%
  Batch   304/  600 - avrg_Loss: 0.691583  processed_samples: 50.833333%
  Batch   305/  600 - avrg_Loss: 0.691456  processed_samples: 51.000000%
  Batch   306/  600 - avrg_Loss: 0.691371  processed_samples: 51.166667%
  Batch   307/  600 - avrg_Loss: 0.691371  processed_samples: 51.333333%
  Batch   308/  600 - avrg_Loss: 0.691338  processed_samples: 51.500000%
  Batch   309/  600 - avrg_Loss: 0.691272  processed_samples: 51.666667%
  Batch   310/  600 - avrg_Loss: 0.691167  processed_samples: 51.833333%
  Batch   311/  600 - avrg_Loss: 0.691104  processed_samples: 52.000000%
  Batch   312/  600 - avrg_Loss: 0.690954  processed_samples: 52.166667%
  Batch   313/  600 - avrg_Loss: 0.690844  processed_samples: 52.333333%
  Batch   314/  600 - avrg_Loss: 0.690726  processed_samples: 52.500000%
  Batch   315/  600 - avrg_Loss: 0.690684  processed_samples: 52.666667%
  Batch   316/  600 - avrg_Loss: 0.690591  processed_samples: 52.833333%
  Batch   317/  600 - avrg_Loss: 0.690499  processed_samples: 53.000000%
  Batch   318/  600 - avrg_Loss: 0.690466  processed_samples: 53.166667%
  Batch   319/  600 - avrg_Loss: 0.690339  processed_samples: 53.333333%
  Batch   320/  600 - avrg_Loss: 0.690287  processed_samples: 53.500000%
  Batch   321/  600 - avrg_Loss: 0.690231  processed_samples: 53.666667%
  Batch   322/  600 - avrg_Loss: 0.690153  processed_samples: 53.833333%
  Batch   323/  600 - avrg_Loss: 0.690015  processed_samples: 54.000000%
  Batch   324/  600 - avrg_Loss: 0.689899  processed_samples: 54.166667%
  Batch   325/  600 - avrg_Loss: 0.689815  processed_samples: 54.333333%
  Batch   326/  600 - avrg_Loss: 0.689711  processed_samples: 54.500000%
  Batch   327/  600 - avrg_Loss: 0.689667  processed_samples: 54.666667%
  Batch   328/  600 - avrg_Loss: 0.689581  processed_samples: 54.833333%
  Batch   329/  600 - avrg_Loss: 0.689533  processed_samples: 55.000000%
  Batch   330/  600 - avrg_Loss: 0.689475  processed_samples: 55.166667%
  Batch   331/  600 - avrg_Loss: 0.689356  processed_samples: 55.333333%
  Batch   332/  600 - avrg_Loss: 0.689240  processed_samples: 55.500000%
  Batch   333/  600 - avrg_Loss: 0.689138  processed_samples: 55.666667%
  Batch   334/  600 - avrg_Loss: 0.689031  processed_samples: 55.833333%
  Batch   335/  600 - avrg_Loss: 0.688931  processed_samples: 56.000000%
  Batch   336/  600 - avrg_Loss: 0.688870  processed_samples: 56.166667%
  Batch   337/  600 - avrg_Loss: 0.688763  processed_samples: 56.333333%
  Batch   338/  600 - avrg_Loss: 0.688728  processed_samples: 56.500000%
  Batch   339/  600 - avrg_Loss: 0.688602  processed_samples: 56.666667%
  Batch   340/  600 - avrg_Loss: 0.688540  processed_samples: 56.833333%
  Batch   341/  600 - avrg_Loss: 0.688439  processed_samples: 57.000000%
  Batch   342/  600 - avrg_Loss: 0.688336  processed_samples: 57.166667%
  Batch   343/  600 - avrg_Loss: 0.688164  processed_samples: 57.333333%
  Batch   344/  600 - avrg_Loss: 0.688119  processed_samples: 57.500000%
  Batch   345/  600 - avrg_Loss: 0.688038  processed_samples: 57.666667%
  Batch   346/  600 - avrg_Loss: 0.687966  processed_samples: 57.833333%
  Batch   347/  600 - avrg_Loss: 0.687920  processed_samples: 58.000000%
  Batch   348/  600 - avrg_Loss: 0.687837  processed_samples: 58.166667%
  Batch   349/  600 - avrg_Loss: 0.687759  processed_samples: 58.333333%
  Batch   350/  600 - avrg_Loss: 0.687612  processed_samples: 58.500000%
  Batch   351/  600 - avrg_Loss: 0.687564  processed_samples: 58.666667%
  Batch   352/  600 - avrg_Loss: 0.687463  processed_samples: 58.833333%
  Batch   353/  600 - avrg_Loss: 0.687393  processed_samples: 59.000000%
  Batch   354/  600 - avrg_Loss: 0.687387  processed_samples: 59.166667%
  Batch   355/  600 - avrg_Loss: 0.687263  processed_samples: 59.333333%
  Batch   356/  600 - avrg_Loss: 0.687164  processed_samples: 59.500000%
  Batch   357/  600 - avrg_Loss: 0.687125  processed_samples: 59.666667%
  Batch   358/  600 - avrg_Loss: 0.687013  processed_samples: 59.833333%
  Batch   359/  600 - avrg_Loss: 0.686919  processed_samples: 60.000000%
  Batch   360/  600 - avrg_Loss: 0.686782  processed_samples: 60.166667%
  Batch   361/  600 - avrg_Loss: 0.686695  processed_samples: 60.333333%
  Batch   362/  600 - avrg_Loss: 0.686676  processed_samples: 60.500000%
  Batch   363/  600 - avrg_Loss: 0.686579  processed_samples: 60.666667%
  Batch   364/  600 - avrg_Loss: 0.686452  processed_samples: 60.833333%
  Batch   365/  600 - avrg_Loss: 0.686342  processed_samples: 61.000000%
